Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Width,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Type,12v_Power_Outlet,Audiosystem,Basic_Warranty,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Door_Pockets,Engine_Malfunction_Light,Fuel-lid_Opener,Fuel_Gauge,Multifunction_Display,ABS_(Anti-lock_Braking_System),EBD_(Electronic_Brake-force_Distribution),Number_of_Airbags,USB_Compatibility,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Selling_Price
37,232,558,199,26,4.0,4.0,2,1,2,1,0,23,2,64,29,11,4.0,193,3,31,2,0,111,129,0,0,13,122,1,0,0,3,5.0,1,4,1,7,9,100,1,1,1,1,1,5,2,1,1,1,2.0,1,0,2,18.03
37,232,565,192,26,4.0,4.0,2,1,2,1,0,23,2,64,29,11,4.0,178,1,31,2,0,99,129,0,0,13,122,1,0,0,3,5.0,1,4,1,7,9,100,1,1,1,1,1,5,2,1,1,1,2.0,1,0,2,18.02
37,232,535,228,26,4.0,4.0,2,1,2,1,0,15,2,65,24,5,5.0,164,1,33,2,0,86,129,0,0,23,122,1,0,0,2,5.0,4,4,4,7,9,30,1,1,1,0,1,5,2,1,1,0,2.0,1,0,2,18.02
37,232,536,192,9,4.0,4.0,2,1,2,1,0,15,5,65,24,5,5.0,114,3,33,2,0,86,129,0,0,14,62,1,0,0,2,5.0,1,4,4,7,2,43,1,1,1,0,1,5,2,1,1,1,2.0,1,0,2,18.57
23,70,670,1025,9,4.38218151540383,3.977682403433477,3,1,2,1,0,7,3,111,10,5,4.0,210,1,35,2,0,81,156,0,0,166,304,0,2,3,3,4.0,1,4,4,21,8,6,0,1,1,0,0,0,2,0,0,0,3.777288732394366,1,0,2,17.06
23,70,671,1106,9,4.38218151540383,3.977682403433477,3,1,2,1,0,7,3,111,10,5,4.0,210,1,35,2,0,81,156,0,0,166,304,0,2,3,3,4.0,1,4,4,21,8,6,0,1,1,0,0,0,2,0,0,0,3.777288732394366,1,0,2,17.06
35,220,966,1111,9,4.38218151540383,3.977682403433477,2,1,3,1,0,7,3,95,22,11,5.0,210,1,33,2,0,59,125,0,0,225,9,1,4,0,3,5.0,1,4,7,7,3,32,1,1,1,1,1,0,2,1,1,0,2.0,1,0,2,17.02
35,220,981,1121,9,4.38218151540383,3.977682403433477,2,1,3,1,0,7,3,95,22,11,5.0,210,1,33,2,0,59,125,0,0,225,9,1,4,0,3,5.0,1,4,7,7,3,32,1,1,1,1,1,0,2,1,1,0,2.0,1,0,2,17.02
35,220,952,1098,9,4.38218151540383,3.977682403433477,2,1,3,1,0,7,3,95,22,11,5.0,210,1,33,2,0,59,125,0,1,225,9,1,4,0,3,5.0,1,4,6,7,3,32,1,1,1,1,1,0,2,1,1,0,1.0,1,0,2,17.0
12,38,474,1104,25,4.0,4.0,2,1,2,1,0,12,5,142,39,9,5.0,79,3,57,2,0,106,143,0,1,35,40,1,0,0,0,7.0,4,4,6,19,2,23,1,1,1,1,1,2,2,0,0,0,2.0,0,0,2,11.87
12,38,744,77,25,4.0,4.0,2,1,2,1,0,12,5,142,39,9,5.0,79,3,57,2,0,106,143,0,0,35,40,1,0,0,0,7.0,4,4,1,19,9,23,1,1,1,1,0,8,2,0,1,1,2.0,0,0,2,11.24
12,38,881,130,25,4.0,4.0,2,1,2,1,0,12,5,142,39,9,5.0,79,3,57,2,0,106,143,0,0,35,40,1,0,0,2,7.0,4,4,1,19,9,23,1,1,1,1,1,2,2,0,1,1,2.0,0,0,2,11.54
12,38,904,171,25,4.0,4.0,2,1,2,1,0,12,5,142,39,9,5.0,79,3,57,2,0,106,143,0,0,35,40,1,0,0,2,7.0,4,4,1,19,2,23,1,1,1,1,1,2,2,0,1,1,2.0,1,0,2,11.52
12,38,877,175,25,4.0,4.0,2,1,2,1,0,12,5,142,39,9,5.0,87,3,57,2,0,106,143,0,0,35,40,1,0,0,2,7.0,1,4,1,19,9,23,1,1,1,1,1,2,2,0,1,1,2.0,0,0,2,11.8
12,38,741,139,26,4.0,4.0,2,1,2,1,0,12,2,142,39,9,5.0,200,3,57,2,0,106,143,0,0,0,83,1,0,0,0,7.0,4,4,1,19,9,23,1,1,1,0,1,2,2,0,1,1,2.0,0,0,2,11.97
12,38,878,173,26,4.0,4.0,2,1,2,1,0,12,2,142,39,9,5.0,200,3,57,2,0,106,143,0,0,0,83,1,0,0,2,7.0,4,4,1,19,9,23,1,1,1,1,1,2,2,0,1,1,2.0,0,0,2,11.82
12,38,898,209,26,4.0,4.0,2,1,2,1,0,12,2,142,39,9,5.0,200,3,57,2,0,106,143,0,0,0,83,1,0,0,2,7.0,4,4,1,19,9,23,1,1,1,1,1,2,2,0,1,1,2.0,1,0,2,11.8
23,216,432,1110,66,4.0,4.0,0,1,2,1,0,28,2,203,34,9,3.0,37,1,51,2,0,68,124,0,0,11,117,1,0,0,0,6.0,4,4,1,0,3,120,0,0,1,1,0,0,0,1,0,0,3.777288732394366,0,0,2,18.2
23,216,357,1148,66,4.0,4.0,0,1,2,1,0,28,2,203,34,9,3.0,37,1,51,2,0,68,124,0,0,12,117,1,0,0,0,6.0,4,0,1,0,3,120,0,0,1,1,1,0,0,1,1,0,3.777288732394366,1,0,2,18.31
23,216,433,1118,66,4.0,4.0,0,1,2,1,0,28,2,203,34,9,3.0,37,1,51,2,0,55,127,0,0,11,117,1,0,0,0,6.0,4,0,1,0,3,120,0,0,1,1,1,0,0,1,1,0,3.777288732394366,0,0,2,18.25
10,99,973,1147,69,4.0,4.0,3,1,2,0,0,32,2,208,56,9,5.0,107,2,47,2,0,76,92,4,1,347,103,1,0,0,3,7.0,4,4,6,16,3,60,0,1,1,1,1,3,0,1,0,0,3.777288732394366,0,0,2,13.32
10,99,974,90,69,4.0,4.0,0,1,2,0,0,32,2,208,56,9,3.0,107,2,53,2,0,76,92,4,1,347,103,1,0,0,3,5.0,4,4,6,16,3,60,0,1,1,1,1,3,0,1,0,0,3.777288732394366,0,0,2,17.85
10,99,985,181,52,4.0,4.0,1,1,2,0,0,32,2,209,70,9,3.0,210,1,33,1,0,84,138,3,0,55,157,3,4,6,3,5.0,4,4,6,7,3,60,0,0,0,3,1,3,4,0,0,0,3.777288732394366,0,0,2,13.59
10,99,986,195,52,4.0,4.0,1,1,2,0,0,32,2,209,70,9,3.0,210,1,33,1,0,84,138,3,0,55,157,3,4,6,3,5.0,4,4,6,7,3,60,0,0,0,3,1,3,4,0,1,0,3.777288732394366,0,0,2,13.59
10,99,972,1119,69,4.0,4.0,3,1,2,0,0,32,2,208,56,9,5.0,107,2,47,2,0,76,92,4,1,347,103,1,0,0,3,7.0,4,4,6,16,3,60,0,1,1,1,1,3,0,1,0,0,3.777288732394366,0,0,2,13.32
10,99,975,154,69,4.0,4.0,0,1,2,0,0,32,2,208,56,9,5.0,107,2,53,2,0,76,92,4,1,347,103,1,0,0,3,5.0,4,4,6,16,3,60,0,1,1,1,1,3,0,1,0,0,3.777288732394366,0,0,2,18.3
24,255,1034,1129,21,4.0,4.0,2,1,0,1,0,15,5,156,50,6,5.0,150,1,33,2,0,108,148,0,0,9,31,1,1,1,2,6.0,4,1,1,7,3,17,1,1,1,1,1,0,2,1,1,1,2.0,1,0,2,17.54
24,255,376,72,21,4.0,4.0,2,1,0,1,0,15,5,156,50,6,5.0,150,1,33,2,0,108,148,0,0,9,31,1,1,1,2,6.0,4,1,1,7,3,17,1,1,1,1,1,0,2,1,1,1,2.0,1,0,2,16.91
24,255,1033,95,21,4.0,4.0,2,1,0,1,0,15,5,156,50,6,5.0,108,1,33,2,0,108,148,0,0,9,31,1,1,1,2,6.0,1,1,1,7,3,17,1,1,1,1,1,0,2,1,1,1,2.0,1,1,2,17.46
24,255,375,123,21,4.0,4.0,2,1,0,1,0,15,5,156,50,6,5.0,108,1,33,2,0,108,148,0,0,9,31,1,1,1,2,6.0,1,1,1,7,3,17,1,1,1,1,1,0,2,1,1,1,2.0,1,1,2,17.36
9,17,89,1135,16,4.0,4.0,2,1,2,1,0,7,5,100,32,3,5.0,111,1,53,2,0,69,147,0,0,66,91,1,0,3,3,5.0,4,4,1,7,3,60,1,1,1,0,1,0,2,1,1,1,2.0,1,0,2,11.83
23,225,670,1139,55,3.0,4.0,3,1,2,0,0,28,2,178,76,9,5.0,141,1,33,2,0,31,113,0,0,36,138,1,0,0,3,9.0,4,1,1,20,0,70,1,1,1,1,1,3,2,1,1,1,2.0,0,0,2,17.14
23,225,671,64,55,3.0,4.0,3,1,2,0,0,28,2,178,76,9,5.0,141,1,33,2,0,31,113,0,0,36,138,1,0,0,3,9.0,4,1,1,20,0,70,1,1,1,1,1,3,2,1,1,1,2.0,0,0,2,16.59
23,225,672,118,55,3.0,4.0,3,1,2,0,0,28,2,178,76,9,5.0,141,1,33,2,0,31,113,0,0,36,138,1,0,0,3,9.0,4,1,1,20,0,70,1,1,1,1,1,3,2,1,1,1,2.0,0,0,2,16.72
23,130,633,1151,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,7.0,4,4,6,8,0,60,1,1,1,1,1,0,2,1,1,1,2.0,0,0,2,18.0
23,130,635,125,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,7.0,4,4,7,8,0,60,1,1,1,1,1,0,2,0,1,1,2.0,1,0,2,17.34
23,130,637,187,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,7.0,4,4,1,8,0,60,1,1,1,1,1,0,2,1,1,1,2.0,1,0,2,17.6
23,130,640,232,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,1,0,3,7.0,4,4,1,8,0,60,1,1,1,1,1,0,2,1,1,1,2.0,1,0,2,17.6
23,130,634,1151,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,8.0,4,4,6,8,0,60,1,1,1,1,1,0,2,1,1,1,2.0,0,0,2,18.0
23,130,636,129,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,8.0,4,4,7,8,0,60,1,1,1,1,1,0,2,0,1,1,2.0,1,0,2,17.9
23,130,638,190,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,4,0,3,8.0,4,4,1,8,0,60,1,1,1,1,1,0,2,1,1,1,2.0,1,0,2,17.6
23,130,641,234,25,4.0,3.977682403433477,2,1,2,1,0,15,2,169,92,6,5.0,115,2,33,2,2,31,157,0,0,38,145,1,1,0,3,8.0,4,4,1,8,0,60,1,1,1,3,1,0,2,1,1,1,2.0,1,0,2,17.6
23,209,747,1153,68,4.0,4.0,2,1,2,0,0,28,2,203,70,9,5.0,79,1,33,2,0,24,89,3,0,324,82,1,0,0,3,9.0,4,4,6,11,3,60,1,0,1,0,1,7,2,1,0,0,3.777288732394366,0,0,2,18.57
23,209,327,159,55,4.0,2.0,0,1,2,0,0,47,2,193,83,9,5.0,3,1,57,1,0,30,128,0,0,39,138,1,0,0,3,5.0,4,4,1,7,3,91,1,1,1,3,1,0,0,1,1,1,3.777288732394366,1,0,2,17.56
23,209,267,112,55,4.0,4.0,3,1,2,0,0,47,2,193,83,9,5.0,43,1,57,1,0,30,128,0,0,39,138,1,0,0,3,5.0,4,4,6,7,0,91,1,1,3,3,1,0,0,1,1,1,3.777288732394366,1,0,2,17.51
23,209,748,153,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,1,33,2,0,24,89,3,0,36,138,1,0,0,3,9.0,4,4,6,11,3,60,1,0,1,0,1,0,2,1,1,0,2.0,0,0,2,18.89
23,209,752,196,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,1,33,2,0,24,89,3,0,36,138,1,0,0,3,9.0,4,4,6,11,3,60,1,0,1,0,1,7,2,1,1,0,2.0,0,0,2,19.08
23,209,753,203,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,1,33,2,0,24,89,3,0,56,151,1,0,0,3,9.0,4,4,6,11,3,60,1,0,1,0,1,7,2,1,1,0,2.0,0,0,2,19.08
23,209,745,244,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,1,33,2,0,24,89,3,0,56,151,1,0,0,3,9.0,4,4,4,11,3,60,1,0,1,0,1,7,2,1,1,0,2.0,1,0,2,19.13
23,209,746,272,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,1,33,2,0,53,89,3,0,56,151,1,0,0,3,9.0,4,4,4,11,3,60,1,0,1,0,1,7,2,1,1,0,2.0,1,0,2,19.25
23,209,754,224,55,4.0,4.0,2,1,2,0,0,28,2,207,70,9,5.0,79,2,33,2,0,24,89,3,0,56,151,1,0,0,3,9.0,4,4,1,11,3,60,1,0,1,0,1,7,2,1,1,0,2.0,1,0,2,18.41
34,153,651,225,26,4.0,4.0,2,1,2,1,0,23,2,63,29,11,4.0,197,3,31,2,0,116,34,2,0,22,122,1,0,0,3,5.0,1,4,4,19,9,91,1,1,1,0,1,0,2,1,1,0,2.0,1,1,2,17.64
34,153,653,169,33,4.0,4.0,2,1,2,1,0,23,5,63,29,11,4.0,69,3,31,2,0,116,34,2,0,15,47,1,0,0,3,5.0,1,4,6,19,9,91,1,1,1,0,1,0,2,1,1,0,2.0,1,1,2,17.99
34,153,652,182,26,4.0,4.0,2,1,2,1,0,23,2,63,29,11,4.0,186,1,31,2,0,116,34,2,0,22,122,1,0,0,3,5.0,4,4,4,19,9,91,1,1,1,1,1,0,2,1,1,0,2.0,1,1,2,17.34
34,153,654,117,33,4.0,4.0,2,1,2,1,0,23,5,63,29,11,4.0,80,1,31,2,0,116,34,2,0,15,47,1,0,0,3,5.0,4,4,4,19,9,91,1,1,1,1,1,0,2,1,1,0,2.0,1,1,2,16.53
23,257,519,260,55,4.0,4.0,2,1,2,1,0,39,5,171,102,9,5.0,48,2,51,2,2,118,104,0,0,57,155,1,0,0,3,7.0,1,4,4,20,8,136,1,1,1,1,1,0,2,1,1,1,2.0,1,1,0,17.76
23,257,931,219,55,4.0,4.0,2,1,2,0,0,39,2,171,102,9,5.0,76,2,51,1,1,118,105,3,0,84,158,1,0,6,3,7.0,4,4,1,20,0,60,0,1,1,3,0,0,2,1,0,0,2.0,1,0,0,17.79
23,257,932,243,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,1,2,1,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.76
23,257,933,252,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,4,4,4,20,9,136,1,1,1,1,1,0,2,1,1,1,2.0,1,1,0,17.8
23,257,934,274,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,1,2,1,20,9,136,1,1,1,1,1,0,2,1,1,1,2.0,1,1,0,17.76
23,257,922,275,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,4,4,4,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.8
23,257,927,290,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,1,2,1,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.76
23,257,923,281,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,4,4,4,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.8
23,257,924,293,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,1,2,1,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.76
23,257,925,292,55,4.0,4.0,1,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,4,4,4,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,16.7
23,257,926,309,55,4.0,4.0,1,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,104,0,0,84,158,1,0,0,3,7.0,1,2,1,20,9,136,1,1,1,1,1,0,2,1,1,1,6.0,1,1,0,17.27
23,257,930,156,55,4.0,4.0,2,1,2,1,0,39,2,171,102,9,5.0,87,2,51,2,2,118,105,0,0,84,181,1,0,0,3,7.0,4,4,6,20,0,136,1,1,1,1,1,0,2,1,1,1,2.0,0,0,2,18.39
23,69,439,178,123,4.38218151540383,3.977682403433477,2,1,2,1,0,7,3,98,42,11,4.0,210,1,33,2,0,94,63,2,0,227,335,1,4,0,3,5.0,1,4,4,2,0,104,0,1,1,2,1,0,2,1,0,0,3.777288732394366,1,0,2,17.62
23,69,436,167,123,4.38218151540383,3.977682403433477,2,1,2,1,0,7,3,98,42,11,4.0,210,1,33,2,0,94,63,2,0,227,335,1,0,0,3,5.0,1,0,6,3,0,104,0,1,1,1,0,0,2,1,0,0,3.777288732394366,0,0,2,17.68
23,69,446,186,123,4.38218151540383,3.977682403433477,2,1,2,1,0,7,3,98,42,11,4.0,210,1,33,2,0,94,63,2,0,227,335,1,0,0,3,5.0,1,4,1,2,0,104,1,1,1,0,1,0,2,1,0,0,3.777288732394366,1,0,2,17.81
35,103,965,266,55,4.0,4.0,3,1,2,1,0,28,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,206,1,0,0,3,7.0,4,4,1,7,0,3,1,1,1,1,1,0,2,1,1,1,2.0,1,1,2,16.28
35,103,978,303,55,4.38218151540383,3.977682403433477,3,1,2,1,0,28,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,153,1,0,0,3,6.0,4,4,4,7,0,3,1,1,1,1,1,0,2,1,1,1,6.0,1,1,2,16.02
35,103,983,300,55,4.0,4.0,1,1,2,1,0,28,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,206,1,0,0,3,6.0,1,4,4,7,0,3,1,1,3,1,1,0,2,1,1,1,6.0,1,1,2,16.32
35,103,977,284,55,4.0,4.0,3,1,2,1,0,7,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,206,1,0,0,3,6.0,4,4,4,7,0,3,1,1,3,1,1,0,2,1,1,1,6.0,1,1,2,16.62
35,103,948,206,55,4.0,4.0,3,1,2,1,0,28,2,172,109,9,5.0,124,1,51,2,2,25,30,0,0,78,153,1,0,0,3,7.0,4,4,1,7,0,3,1,1,1,1,1,3,2,1,1,1,2.0,1,1,2,16.26
35,103,962,241,55,4.0,4.0,3,1,2,1,0,28,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,206,1,0,0,3,7.0,4,4,1,7,0,3,1,1,1,1,1,0,2,1,1,1,2.0,1,1,2,16.28
35,103,968,270,55,4.0,4.0,3,1,2,1,0,7,2,172,109,9,5.0,124,2,51,2,2,25,30,0,0,86,206,1,0,0,3,7.0,1,4,4,7,0,3,1,1,1,1,0,0,2,1,1,1,2.0,1,1,2,15.95
36,107,232,258,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,79,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,4,6,16,0,60,1,1,1,1,1,0,2,1,1,1,3.0,0,1,2,16.41
36,107,234,302,60,4.0,4.0,3,1,2,0,0,23,2,173,73,7,5.0,73,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,1,1,16,2,60,1,1,1,1,1,3,2,1,1,1,3.0,1,1,2,16.44
36,107,233,259,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,79,1,34,2,0,26,8,0,0,75,166,1,0,0,3,8.0,4,4,6,16,0,60,1,1,1,1,1,0,0,1,1,1,3.0,0,1,2,16.41
36,107,235,304,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,79,1,34,2,0,26,8,0,0,75,166,1,0,0,3,8.0,4,4,1,16,6,60,1,1,1,1,1,0,2,0,1,1,3.0,1,1,2,16.17
36,107,236,363,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,76,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,4,1,16,9,60,1,1,1,1,1,0,2,1,1,1,7.0,1,1,0,16.23
36,107,243,262,70,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,12,2,34,2,0,26,8,0,0,95,116,1,0,0,3,8.0,1,4,1,16,0,60,1,1,1,1,1,0,2,1,1,1,7.0,1,1,2,16.06
36,107,242,261,70,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,12,2,34,2,0,26,8,0,0,94,114,1,0,0,3,7.0,1,4,1,16,0,60,1,1,1,1,1,0,2,1,1,1,7.0,1,1,2,16.06
36,107,247,362,60,4.0,4.0,3,1,2,0,0,23,5,173,73,7,5.0,9,2,34,2,0,26,8,0,0,93,112,1,0,0,3,7.0,1,4,1,16,9,60,1,1,1,1,1,0,2,1,1,1,7.0,1,1,0,15.93
36,107,246,289,60,4.0,4.0,3,1,2,0,0,23,5,173,73,7,5.0,20,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,1,1,16,2,60,1,1,1,1,1,3,2,1,1,1,3.0,1,1,2,16.28
36,107,244,236,71,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,20,2,34,2,0,26,8,0,0,101,180,1,0,0,3,7.0,4,4,6,16,0,60,1,1,1,1,1,0,2,1,1,1,7.0,0,1,2,16.24
36,107,245,237,71,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,20,2,34,2,0,26,8,0,0,101,180,1,0,0,3,8.0,4,4,6,16,0,60,1,1,1,1,1,0,2,1,1,1,7.0,0,1,2,16.24
36,107,857,361,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,73,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,1,1,16,9,60,1,1,1,1,1,3,2,1,1,1,3.0,1,1,2,16.31
36,107,858,297,60,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,20,1,34,2,0,26,8,0,0,95,116,1,0,0,2,7.0,4,1,1,16,2,60,1,1,1,1,1,3,2,1,1,1,3.0,1,1,2,16.28
36,107,859,369,70,4.0,4.0,3,1,3,0,0,23,5,173,73,7,5.0,9,2,34,2,0,26,8,0,0,95,116,1,0,0,2,7.0,1,4,1,16,9,60,1,1,1,1,1,0,2,1,1,1,7.0,1,1,0,15.91
36,107,230,255,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,79,1,34,2,0,26,8,0,0,75,166,1,0,0,3,7.0,4,4,6,16,0,60,1,1,1,1,1,0,2,1,1,1,3.0,0,1,2,16.41
36,107,231,250,60,4.0,4.0,3,1,3,0,0,23,2,173,73,7,5.0,76,1,34,2,0,26,8,0,0,75,166,1,0,0,3,8.0,4,4,6,16,0,60,1,1,1,1,1,0,0,1,1,1,3.0,0,1,2,16.41
17,52,83,310,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,95,1,33,2,2,105,100,2,0,89,126,1,0,0,3,5.0,1,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,1,13.6
17,52,86,247,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,95,1,33,2,2,105,100,2,0,89,126,1,0,0,3,5.0,4,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,1,13.63
17,52,81,355,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,54,1,33,2,2,105,100,2,0,89,126,1,0,0,3,5.0,1,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,1,13.6
17,52,205,271,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,1,33,2,2,105,100,2,1,100,175,1,0,0,2,5.0,4,4,4,7,8,60,1,1,1,1,1,8,2,1,1,1,2.0,1,1,1,13.1
17,52,196,286,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,1,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,2,60,1,1,1,1,1,8,0,1,1,1,2.0,1,1,0,13.63
17,52,197,296,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,2,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,9,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,0,13.63
17,52,187,308,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,1,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,0,4,7,9,60,1,1,1,1,1,0,0,1,1,1,2.0,1,1,2,13.57
17,52,188,351,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,1,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,9,60,1,1,1,1,1,8,0,1,1,1,2.0,1,1,0,13.63
17,52,192,367,38,6.0,4.0,1,2,0,0,0,28,2,128,69,9,5.0,95,1,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,9,60,1,1,1,1,1,2,0,1,1,1,6.0,1,1,0,13.07
17,52,189,372,38,6.0,4.0,1,2,2,0,0,28,2,128,69,9,5.0,95,1,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,2,60,1,1,1,1,1,8,0,1,1,1,6.0,1,1,0,13.58
17,52,84,368,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,95,3,33,2,2,105,100,2,0,89,126,1,0,0,3,5.0,1,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,6.0,1,1,1,13.6
17,52,193,366,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,2,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,2,60,1,1,1,1,1,8,0,1,1,1,6.0,1,1,0,13.63
17,52,195,378,38,6.0,4.0,1,2,0,0,0,28,2,128,69,9,5.0,95,2,33,2,2,105,100,2,0,100,175,1,0,0,2,5.0,4,4,4,7,2,60,1,1,1,1,1,8,0,1,1,1,6.0,1,1,0,13.49
17,52,206,273,38,6.0,4.0,2,2,0,0,0,28,2,128,69,9,5.0,111,1,33,2,2,105,100,2,1,100,175,1,0,0,2,5.0,4,4,4,7,8,60,1,1,1,1,1,2,2,1,1,1,2.0,1,0,1,13.02
17,52,87,256,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,95,1,33,2,2,105,100,2,0,89,126,1,0,0,3,5.0,4,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,1,13.63
17,52,85,299,16,6.0,4.0,2,2,0,0,0,28,5,128,69,9,5.0,54,1,33,2,2,105,100,2,0,91,127,1,0,0,3,5.0,1,4,4,7,8,60,1,1,1,1,1,7,0,1,1,1,2.0,1,1,1,13.6
